Session Day of Week,Session Date,Custom Player Id,Player Name,Player Last Name,Player Position,Drill Title,Distance Total,High Speed Running (Absolute),High Speed Running (Relative),Distance Zone 6 (Absolute),HSR Per Minute (Absolute),Sprint Distance,Sprints,Fatigue Index,HML Distance,HML Distance Per Minute,HML Efforts,Distance Z5ToZ6,Accelerations,Max Acceleration,Accelerations Z4 to Z6,Decelerations,Distance Per Min,Max Speed,Dynamic Stress Load,Step Balance,Deceleration Z4 to Z6,Metabolic Distance Zone 6,HSR Per Minute (Relative),Session Type,Session Week Number,Total Time,Accelerations Z3 to Z6,Distance Zone 6 (Relative),Distance Z5ToZ6Ab,Time In Red Zone,Total Loading
Wednesday,02/10/2024,,JORGE CASADO,CASADO,CENTRAL,PARTIDO 11VS11 CONDICIONADO A 3/4,1860.17,88.92,80.55,26.12,4.74,40.2,2,1,313.46,16.7,42,80.55,10,4.07,10,14,99.09,28.84,91.15,0.02,14,323.09,4.29,MatchDayMinusThree,40,0:18:46,59,22.56,88.92,0:00:00,24.93
Wednesday,02/10/2024,,MIGUEL CERA,CERA,LATERAL DERECHO,PARTIDO 11VS11 CONDICIONADO A 3/4,1963.58,123.36,75.3,0,6.57,0,0,0.75,462.4,24.63,50,75.3,21,5.3,21,26,104.59,24.91,73.95,0.04,26,472.88,4.01,MatchDayMinusThree,40,0:18:46,73,0,123.36,0:00:00,28.28
Wednesday,02/10/2024,20,García Dario,Dario,CENTROCAMPISTA,PARTIDO 11VS11 CONDICIONADO A 3/4,1927.04,20.55,1.21,0,1.09,0,0,1.55,303.12,16.15,43,1.21,15,4.48,15,12,102.65,21.82,145.42,-0.02,12,315.9,0.06,MatchDayMinusThree,40,0:18:46,69,0,20.55,0:00:00,30.85
Wednesday,02/10/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,PARTIDO 11VS11 CONDICIONADO A 3/4,1772.56,56.03,50.51,0,2.98,0,0,0.91,226.27,12.05,26,50.51,2,3.96,2,13,94.42,24.05,78.01,-0.04,13,234.85,2.69,MatchDayMinusThree,40,0:18:46,32,0,56.03,0:00:00,24.31
Wednesday,02/10/2024,12, Gallar,Gallar,LATERAL DERECHO,PARTIDO 11VS11 CONDICIONADO A 3/4,1645.84,78.11,19.73,5.74,4.16,16.21,1,0.9,236.13,12.58,30,19.73,10,5.05,10,8,87.67,26.35,71.1,-0.04,8,247.62,1.05,MatchDayMinusThree,40,0:18:46,46,0,78.11,0:00:00,24.66
Wednesday,02/10/2024,,ALEJANDRO HERRANZ,HERRANZ,LATERAL IZQUIERDO,PARTIDO 11VS11 CONDICIONADO A 3/4,1806.17,86.69,61.26,5.77,4.62,0,0,0.47,339.48,18.08,41,61.26,14,6.39,14,18,96.21,27.47,41.65,0,18,350.99,3.26,MatchDayMinusThree,40,0:18:46,64,1.5,86.69,0:00:00,23.88
Wednesday,02/10/2024,4,Ablanque Ablanque,Ablanque,CENTRAL,PARTIDO 11VS11 CONDICIONADO A 3/4,1762.17,85.72,70.08,24.07,4.57,20.81,1,0.55,292.06,15.56,33,70.08,11,4.73,11,17,93.87,32.8,47.51,-0.06,17,303.16,3.73,MatchDayMinusThree,40,0:18:46,60,7.86,85.72,0:00:00,23.48
Wednesday,02/10/2024,,JULIO MARTINEZ,MARTINEZ,LATERAL IZQUIERDO,PARTIDO 11VS11 CONDICIONADO A 3/4,1990.31,123.67,85.48,12.25,6.59,8.32,1,1.1,394.89,21.03,44,85.48,16,5.53,16,19,106.02,26.75,108.86,0.03,19,409.57,4.55,MatchDayMinusThree,40,0:18:46,64,4.42,123.67,0:00:00,28.42
Wednesday,02/10/2024,,ALEX KREHL,KREHL,DELANTERO,PARTIDO 11VS11 CONDICIONADO A 3/4,2205.32,116.26,60.01,30.56,6.19,0,0,0.9,477.93,25.46,58,60.01,20,4.85,20,26,117.47,29.16,99.72,-0.03,26,494.33,3.2,MatchDayMinusThree,40,0:18:46,82,4.75,116.26,0:00:00,31.77
Wednesday,02/10/2024,,MANUEL MARQUEZ,MARQUEZ,EXTREMO,PARTIDO 11VS11 CONDICIONADO A 3/4,2088.95,150.44,105.21,9.49,8.01,11.09,1,1.26,492.74,26.25,58,105.21,23,4.45,23,24,111.27,28.22,132.83,-0.02,24,505.83,5.6,MatchDayMinusThree,40,0:18:46,68,2.29,150.44,0:00:00,34.34
Wednesday,02/10/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,PARTIDO 11VS11 CONDICIONADO A 3/4,1832.31,43.04,50.65,0,2.35,0,0,0.86,271.41,14.46,38,50.65,9,5.17,9,10,99.97,24.01,76.23,-0.05,10,281.95,2.76,MatchDayMinusThree,40,0:18:46,47,0,43.04,0:00:00,24.27
Wednesday,02/10/2024,,ALEJANDRO DOMINGO,DOMINGO,EXTREMO,PARTIDO 11VS11 CONDICIONADO A 3/4,1993.5,46.14,36.17,0,2.46,0,0,1.49,370.66,19.74,47,36.17,18,5.22,18,24,106.19,23.8,146.02,-0.01,24,383.12,1.93,MatchDayMinusThree,40,0:18:46,74,0,46.14,0:00:00,35.61
Wednesday,02/10/2024,,ROJO ,,CENTROCAMPISTA,PARTIDO 11VS11 CONDICIONADO A 3/4,2381.26,60.58,40.94,0,3.23,0,0,0.79,459.13,24.46,59,40.94,12,5.19,12,23,126.84,24.52,94.4,0.03,23,477.98,2.18,MatchDayMinusThree,40,0:18:46,73,0,60.58,0:00:00,35.76
Wednesday,02/10/2024,,ANTONIO CALVO,CALVO,CENTROCAMPISTA,PARTIDO 11VS11 CONDICIONADO A 3/4,2367.97,38.15,33.1,11.59,2.03,15.23,1,1.07,459.26,24.46,63,33.1,15,4.57,15,26,126.13,27.18,127.76,0.13,26,480.01,1.76,MatchDayMinusThree,40,0:18:46,76,5.18,38.15,0:00:00,38.15
Wednesday,02/10/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,PARTIDO 11VS11 CONDICIONADO A 3/4,2008.58,196.6,176.96,35.4,10.47,26.84,3,0.99,477.02,25.41,44,176.96,19,4.65,19,17,106.99,27.9,100.7,-0.05,17,489.43,9.43,MatchDayMinusThree,40,0:18:46,69,11.15,196.6,0:00:00,32.49
Thursday,03/10/2024,,DAVID AMIGO,AMIGO,DELANTERO,Entire Session,2703.71,26.64,10.62,0,0.35,0,0,0.35,326.97,3.94,46,10.62,30,6.46,30,16,35.84,23.44,42.17,0,16,335.19,0.14,MatchDayMinusTwo,40,1:22:55,104,0,26.64,0:00:00,33.18
Thursday,03/10/2024,,Borja Diaz,Diaz,CENTROCAMPISTA,Entire Session,3216.23,137.22,110.2,0,1.76,0,0,0.7,424,5.11,46,110.2,33,5.82,33,10,41.16,25.16,104.2,0.09,10,435.52,1.41,MatchDayMinusTwo,40,1:22:55,122,0,137.22,0:00:00,48.44
Thursday,03/10/2024,,ALEJANDRO CANIZO,CANIZO,DELANTERO,Entire Session,3059.44,147.88,77.3,16.7,2.15,0,0,1.02,498.12,6.01,57,77.3,34,5.86,34,35,44.51,28.04,145.33,-0.02,35,509.88,1.12,MatchDayMinusTwo,40,1:22:55,118,0.78,147.88,0:00:00,47.39
Thursday,03/10/2024,,JORGE CASADO,CASADO,CENTRAL,Entire Session,2572.9,76.35,69.09,0,1.07,0,0,0.77,323.07,3.9,44,69.09,25,5.52,25,12,36.12,25.2,89.43,-0.01,12,332.24,0.97,MatchDayMinusTwo,40,1:22:55,79,0,76.35,0:00:00,37.18
Thursday,03/10/2024,,MIGUEL CERA,CERA,LATERAL DERECHO,Entire Session,2260.66,50.16,20.25,0,0.65,0,0,0.49,306.37,3.69,41,20.25,20,6.05,20,19,29.26,23.8,50.1,0.04,19,313.98,0.26,MatchDayMinusTwo,40,1:22:55,71,0,50.16,0:00:00,25.9
Thursday,03/10/2024,20,García Dario,Dario,CENTROCAMPISTA,Entire Session,2929.79,55.81,31.25,5.01,0.73,0,0,1,356.29,4.3,51,31.25,28,6.18,28,13,38.18,26.46,131.62,-0.01,13,362.45,0.41,MatchDayMinusTwo,40,1:22:55,106,0,55.81,0:00:00,46.33
Thursday,03/10/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,Entire Session,2966.04,98.04,90.86,2.11,1.24,0,0,0.71,473.3,5.71,62,90.86,30,6.29,30,35,37.65,25.52,97.31,-0.04,35,485.63,1.15,MatchDayMinusTwo,40,1:22:55,112,0.71,98.04,0:00:00,40.84
Thursday,03/10/2024,12, Gallar,Gallar,LATERAL DERECHO,Entire Session,2379.51,95.03,29.76,12.31,1.31,22.9,2,0.61,335.08,4.04,41,29.76,19,5.89,19,18,32.7,26.96,65.18,-0.1,18,342.27,0.41,MatchDayMinusTwo,40,1:22:55,90,0,95.03,0:00:00,31.74
Thursday,03/10/2024,,ALEJANDRO HERRANZ,HERRANZ,LATERAL IZQUIERDO,Entire Session,2660.94,125.46,85.98,25.85,1.68,24.85,1,0.38,355.37,4.29,40,85.98,22,6.52,22,14,35.54,33.66,46.51,0.02,14,365.31,1.15,MatchDayMinusTwo,40,1:22:55,89,24.41,125.46,0:00:00,32.28
Thursday,03/10/2024,4,Ablanque Ablanque,Ablanque,CENTRAL,Entire Session,2867.89,54.42,32.6,0,0.69,0,0,0.4,368.72,4.45,50,32.6,28,5.66,28,21,36.11,23.22,52.13,-0.01,21,377.04,0.41,MatchDayMinusTwo,40,1:22:55,103,0,54.42,0:00:00,37.03
Thursday,03/10/2024,,JULIO MARTINEZ,MARTINEZ,LATERAL IZQUIERDO,Entire Session,2619.26,149.65,112.5,20.38,1.96,19.95,1,0.91,350.82,4.23,38,112.5,25,6.23,25,17,34.3,29.77,109.77,0.04,17,358.21,1.47,MatchDayMinusTwo,40,1:22:55,77,15.39,149.65,0:00:00,42.09
Thursday,03/10/2024,,ALEX KREHL,KREHL,DELANTERO,Entire Session,3196.83,100.52,29.5,0.71,1.25,0,0,1.2,554.67,6.69,70,29.5,51,5.78,51,36,39.7,25.52,178.78,0,36,564.57,0.37,MatchDayMinusTwo,40,1:22:55,145,0,100.52,0:00:00,56.38
Thursday,03/10/2024,,MANUEL MARQUEZ,MARQUEZ,EXTREMO,Entire Session,2561.31,76,29.68,0,0.97,0,0,0.82,459.57,5.54,55,29.68,38,6.18,38,24,32.67,23.87,97.76,0.09,24,470.55,0.38,MatchDayMinusTwo,40,1:22:55,105,0,76,0:00:00,38.26
Thursday,03/10/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,Entire Session,2135.55,72.44,82.21,0,0.91,0,0,0.67,371.81,4.48,50,82.21,25,5.52,25,19,26.69,24.12,66.3,-0.1,19,380.28,1.03,MatchDayMinusTwo,40,1:22:55,72,0,72.44,0:00:00,30.93
Thursday,03/10/2024,,ALEJANDRO DOMINGO,DOMINGO,EXTREMO,Entire Session,3377.2,125.39,113.2,5.74,1.56,8.61,1,1.48,504.22,6.08,62,113.2,44,6.25,44,25,42.03,26.57,232.5,-0.01,25,515.2,1.41,MatchDayMinusTwo,40,1:22:55,137,3.63,125.39,0:00:00,66.67
Thursday,03/10/2024,,ROJO ,,CENTROCAMPISTA,Entire Session,2833.09,96.15,71.38,0.7,1.24,0,0,0.42,369.13,4.45,47,71.38,25,5.68,25,12,36.67,25.27,53.71,0.02,12,381.46,0.92,MatchDayMinusTwo,40,1:22:55,90,0,96.15,0:00:00,35.28
Thursday,03/10/2024,,JESUS SANCHEZ,SANCHEZ,CENTRAL,Entire Session,3276.73,59.32,49.27,0,0.73,0,0,0.31,355.01,4.28,46,49.27,25,5.89,25,19,40.18,23.98,45.21,0.01,19,366.73,0.6,MatchDayMinusTwo,40,1:22:55,108,0,59.32,0:00:00,44.59
Thursday,03/10/2024,,ANTONIO CALVO,CALVO,CENTROCAMPISTA,Entire Session,3033.72,167.53,136.72,30.31,2.33,32.1,2,0.59,493.84,5.96,51,136.72,31,6.06,31,23,42.19,30.46,84.3,-0.02,23,503.35,1.9,MatchDayMinusTwo,40,1:22:55,105,22.51,167.53,0:00:00,43.2
Thursday,03/10/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,Entire Session,3069.75,121.27,99.4,7.88,1.48,6.75,1,0.85,455.78,5.5,53,99.4,36,6.2,36,20,37.4,26.24,120.5,-0.03,20,464.95,1.21,MatchDayMinusTwo,40,1:22:55,126,2.19,121.27,0:00:00,50.16
Thursday,03/10/2024,,DAVID AMIGO,AMIGO,DELANTERO,TÉCNICA DE CARRERA MINIVALLAS,394.29,0,0,0,0,0,0,0.29,54.21,10.99,12,0,0,2.76,0,0,79.98,15.7,5.21,-0.03,0,55.64,0,MatchDayMinusTwo,40,0:04:55,13,0,0,0:00:00,4.28
Thursday,03/10/2024,,Borja Diaz,Diaz,CENTROCAMPISTA,TÉCNICA DE CARRERA MINIVALLAS,407.02,0,0,0,0,0,0,0.79,68.59,13.9,12,0,2,3.08,2,0,82.56,15.91,15.01,0.09,0,73.71,0,MatchDayMinusTwo,40,0:04:55,13,0,0,0:00:00,6.36
Thursday,03/10/2024,,ALEJANDRO CANIZO,CANIZO,DELANTERO,TÉCNICA DE CARRERA MINIVALLAS,371.96,0,0,0,0,0,0,0.73,56.99,11.55,12,0,0,2.65,0,1,75.45,18.07,12.4,-0.05,1,62.45,0,MatchDayMinusTwo,40,0:04:55,14,0,0,0:00:00,4.77
Thursday,03/10/2024,,JORGE CASADO,CASADO,CENTRAL,TÉCNICA DE CARRERA MINIVALLAS,402.21,0,0,0,0,0,0,1,55.57,11.27,12,0,2,3.1,2,1,81.58,15.88,18.55,-0.02,1,60.87,0,MatchDayMinusTwo,40,0:04:55,15,0,0,0:00:00,5.96
Thursday,03/10/2024,,MIGUEL CERA,CERA,LATERAL DERECHO,TÉCNICA DE CARRERA MINIVALLAS,382.19,0,0,0,0,0,0,0.43,63.19,12.81,14,0,0,2.66,0,1,77.52,16.27,7.56,0,1,65.76,0,MatchDayMinusTwo,40,0:04:55,14,0,0,0:00:00,3.8
Thursday,03/10/2024,20,García Dario,Dario,CENTROCAMPISTA,TÉCNICA DE CARRERA MINIVALLAS,369.04,0,0,0,0,0,0,0.8,54.38,11.02,12,0,0,2.97,0,0,74.86,15.8,13.32,-0.05,0,55.66,0,MatchDayMinusTwo,40,0:04:55,14,0,0,0:00:00,5.14
Thursday,03/10/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,TÉCNICA DE CARRERA MINIVALLAS,370.05,0,0,0,0,0,0,0.71,79.7,16.16,13,0,2,3.24,2,4,75.06,18.72,12.09,0,4,81.66,0,MatchDayMinusTwo,40,0:04:55,15,0,0,0:00:00,4.54
Thursday,03/10/2024,12, Gallar,Gallar,LATERAL DERECHO,TÉCNICA DE CARRERA MINIVALLAS,408.4,0,0,0,0,0,0,0.74,94.24,19.1,14,0,0,2.48,0,2,82.84,17.68,14.1,-0.09,2,96.62,0,MatchDayMinusTwo,40,0:04:55,16,0,0,0:00:00,5.44
Thursday,03/10/2024,,ALEJANDRO HERRANZ,HERRANZ,LATERAL IZQUIERDO,TÉCNICA DE CARRERA MINIVALLAS,397.66,0,0,0,0,0,0,0.39,46.84,9.5,9,0,1,3.04,1,0,80.66,17.1,7.03,0.07,0,50.32,0,MatchDayMinusTwo,40,0:04:55,12,0,0,0:00:00,4.42
Thursday,03/10/2024,4,Ablanque Ablanque,Ablanque,CENTRAL,TÉCNICA DE CARRERA MINIVALLAS,398.84,0,0,0,0,0,0,0.45,62.27,12.62,13,0,0,2.67,0,0,80.9,15.98,8.31,-0.07,0,65.38,0,MatchDayMinusTwo,40,0:04:55,14,0,0,0:00:00,4.97
Thursday,03/10/2024,,JULIO MARTINEZ,MARTINEZ,LATERAL IZQUIERDO,TÉCNICA DE CARRERA MINIVALLAS,387.64,0,0,0,0,0,0,1.21,41.89,8.49,9,0,0,2.55,0,2,78.63,17.96,21.3,0.07,2,43.27,0,MatchDayMinusTwo,40,0:04:55,10,0,0,0:00:00,7.1
Thursday,03/10/2024,,ALEX KREHL,KREHL,DELANTERO,TÉCNICA DE CARRERA MINIVALLAS,403.05,0,0,0,0,0,0,0.81,88.63,17.97,14,0,1,3.24,1,0,81.75,18.68,15.22,0,0,89.88,0,MatchDayMinusTwo,40,0:04:55,14,0,0,0:00:00,6.11
Thursday,03/10/2024,,MANUEL MARQUEZ,MARQUEZ,EXTREMO,TÉCNICA DE CARRERA MINIVALLAS,396.67,0,0,0,0,0,0,0.79,81.9,16.6,14,0,1,3.07,1,0,80.46,18.61,14.63,0.14,0,84.29,0,MatchDayMinusTwo,40,0:04:55,14,0,0,0:00:00,5.02
Thursday,03/10/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,TÉCNICA DE CARRERA MINIVALLAS,364.8,0,0,0,0,0,0,0.37,51.45,10.43,11,0,0,2.65,0,1,74,15.98,6.03,-0.08,1,54.9,0,MatchDayMinusTwo,40,0:04:55,14,0,0,0:00:00,4.05
Thursday,03/10/2024,,ALEJANDRO DOMINGO,DOMINGO,EXTREMO,TÉCNICA DE CARRERA MINIVALLAS,418.59,0,0,0,0,0,0,1.07,80.58,16.34,14,0,1,3.32,1,1,84.91,17.32,20.59,-0.06,1,82.17,0,MatchDayMinusTwo,40,0:04:55,15,0,0,0:00:00,6.86
Thursday,03/10/2024,,ROJO ,,CENTROCAMPISTA,TÉCNICA DE CARRERA MINIVALLAS,416.65,0,0,0,0,0,0,0.4,66.02,13.38,14,0,0,2.9,0,0,84.51,16.31,7.74,-0.06,0,70.51,0,MatchDayMinusTwo,40,0:04:55,14,0,0,0:00:00,5.1
Thursday,03/10/2024,,JESUS SANCHEZ,SANCHEZ,CENTRAL,TÉCNICA DE CARRERA MINIVALLAS,387.77,0,0,0,0,0,0,0.33,49.72,10.08,11,0,0,2.78,0,0,78.66,17.96,5.9,0.02,0,52.58,0,MatchDayMinusTwo,40,0:04:55,11,0,0,0:00:00,4.6
Thursday,03/10/2024,,ANTONIO CALVO,CALVO,CENTROCAMPISTA,TÉCNICA DE CARRERA MINIVALLAS,395.68,0,0,0,0,0,0,0.58,93.6,18.97,14,0,1,3.41,1,6,80.26,19.22,10.69,0.09,6,95.27,0,MatchDayMinusTwo,40,0:04:55,14,0,0,0:00:00,5.17
Thursday,03/10/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,TÉCNICA DE CARRERA MINIVALLAS,404.53,0,0,0,0,0,0,0.69,68.93,13.97,14,0,0,2.45,0,0,82.05,17.39,12.89,-0.06,0,70.73,0,MatchDayMinusTwo,40,0:04:55,14,0,0,0:00:00,5.77
Thursday,03/10/2024,,DAVID AMIGO,AMIGO,DELANTERO,PROGRESIONES Y SALIDAS,252.45,21.86,8.74,0,8.15,0,0,0.36,55.73,20.76,5,8.74,3,4.93,3,0,94.08,23.44,4.53,0.08,0,57.04,3.26,MatchDayMinusTwo,40,0:02:41,5,0,21.86,0:00:00,2.48
Thursday,03/10/2024,,Borja Diaz,Diaz,CENTROCAMPISTA,PROGRESIONES Y SALIDAS,263.86,47.44,36.14,0,17.68,0,0,0.91,70.77,26.37,5,36.14,5,3.96,5,0,98.33,23.65,12.12,0.08,0,71.93,13.47,MatchDayMinusTwo,40,0:02:41,5,0,47.44,0:00:00,3.37
Thursday,03/10/2024,,ALEJANDRO CANIZO,CANIZO,DELANTERO,PROGRESIONES Y SALIDAS,274.73,75.36,53.86,16.7,28.08,0,0,0.99,86.87,32.36,5,53.86,3,4.37,3,4,102.38,28.04,14.54,-0.03,4,88.15,20.07,MatchDayMinusTwo,40,0:02:41,5,0.78,75.36,0:00:00,3.62
Thursday,03/10/2024,,JORGE CASADO,CASADO,CENTRAL,PROGRESIONES Y SALIDAS,266.01,69.48,65.58,0,25.89,0,0,1.28,84.57,31.51,5,65.58,5,4.27,5,4,99.14,25.2,17.92,-0.1,4,85.43,24.44,MatchDayMinusTwo,40,0:02:41,5,0,69.48,0:00:00,3.91
Thursday,03/10/2024,,MIGUEL CERA,CERA,LATERAL DERECHO,PROGRESIONES Y SALIDAS,238.71,21.91,6.64,0,8.17,0,0,0.89,62.02,23.11,5,6.64,2,3.86,2,0,88.96,22.61,10.45,0.04,0,62.79,2.47,MatchDayMinusTwo,40,0:02:41,5,0,21.91,0:00:00,2.31
Thursday,03/10/2024,20,García Dario,Dario,CENTROCAMPISTA,PROGRESIONES Y SALIDAS,266.74,46.58,30.04,5.01,17.36,0,0,1.5,74.58,27.79,5,30.04,5,4.05,5,1,99.41,26.46,20.35,-0.04,1,75.5,11.2,MatchDayMinusTwo,40,0:02:41,5,0,46.58,0:00:00,3.88
Thursday,03/10/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,PROGRESIONES Y SALIDAS,260.65,59.91,57.7,2.11,22.33,0,0,0.81,77.64,28.93,5,57.7,4,4.4,4,4,97.14,25.52,10.83,0.09,4,78.26,21.5,MatchDayMinusTwo,40,0:02:41,5,0.71,59.91,0:00:00,3.1
Thursday,03/10/2024,12, Gallar,Gallar,LATERAL DERECHO,PROGRESIONES Y SALIDAS,284.95,72.63,27.1,12.31,27.07,22.9,2,0.76,86.89,32.37,5,27.1,2,3.45,2,3,106.19,26.96,11.35,-0.15,3,87.48,10.1,MatchDayMinusTwo,40,0:02:41,5,0,72.63,0:00:00,3.22
Thursday,03/10/2024,,ALEJANDRO HERRANZ,HERRANZ,LATERAL IZQUIERDO,PROGRESIONES Y SALIDAS,276.93,47.46,28.77,0,17.69,0,0,0.3,67.68,25.22,5,28.77,4,3.37,4,1,103.2,23.69,4.28,0.01,1,68.84,10.72,MatchDayMinusTwo,40,0:02:41,5,0,47.46,0:00:00,2.43
Thursday,03/10/2024,4,Ablanque Ablanque,Ablanque,CENTRAL,PROGRESIONES Y SALIDAS,245.3,29.34,17.61,0,10.93,0,0,0.56,63.47,23.65,5,17.61,5,4.32,5,0,91.42,22.25,6.81,-0.15,0,65.4,6.56,MatchDayMinusTwo,40,0:02:41,5,0,29.34,0:00:00,2.6
Thursday,03/10/2024,,JULIO MARTINEZ,MARTINEZ,LATERAL IZQUIERDO,PROGRESIONES Y SALIDAS,267.96,45.26,27.78,0,16.87,0,0,0.89,70.48,26.26,5,27.78,3,3.39,3,0,99.86,23.98,12.11,0.02,0,72.8,10.35,MatchDayMinusTwo,40,0:02:41,8,0,45.26,0:00:00,3.55
Thursday,03/10/2024,,ALEX KREHL,KREHL,DELANTERO,PROGRESIONES Y SALIDAS,261.32,41.39,13.67,0.71,15.42,0,0,0.6,66.97,24.95,5,13.67,4,4.59,4,0,97.39,25.52,7.95,-0.02,0,67.57,5.09,MatchDayMinusTwo,40,0:02:41,5,0,41.39,0:00:00,2.97
Thursday,03/10/2024,,MANUEL MARQUEZ,MARQUEZ,EXTREMO,PROGRESIONES Y SALIDAS,244.02,33.81,15.7,0,12.6,0,0,0.81,62.88,23.43,5,15.7,3,4.12,3,0,90.94,22.93,9.87,0.12,0,64.02,5.85,MatchDayMinusTwo,40,0:02:41,5,0,33.81,0:00:00,2.98
Thursday,03/10/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,PROGRESIONES Y SALIDAS,250.34,34.96,37.67,0,13.03,0,0,0.45,66.07,24.62,5,37.67,2,4.23,2,1,93.29,24.12,5.56,-0.16,1,66.89,14.04,MatchDayMinusTwo,40,0:02:41,5,0,34.96,0:00:00,2.72
Thursday,03/10/2024,,ALEJANDRO DOMINGO,DOMINGO,EXTREMO,PROGRESIONES Y SALIDAS,275.03,66.12,61.69,5.74,24.64,8.61,1,1.15,74.91,27.91,5,61.69,5,4.19,5,3,102.5,26.57,16.33,0.04,3,75.49,22.99,MatchDayMinusTwo,40,0:02:41,5,3.63,66.12,0:00:00,4.08
Thursday,03/10/2024,,ROJO ,,CENTROCAMPISTA,PROGRESIONES Y SALIDAS,260.27,45.47,31.42,0,16.95,0,0,0.7,74.64,27.81,5,31.42,5,3.93,5,1,97,24.44,9.2,0.11,1,74.91,11.71,MatchDayMinusTwo,40,0:02:41,5,0,45.47,0:00:00,2.91
Thursday,03/10/2024,,JESUS SANCHEZ,SANCHEZ,CENTRAL,PROGRESIONES Y SALIDAS,263.44,32.45,27.42,0,12.09,0,0,0.4,68.29,25.44,5,27.42,0,2.85,0,0,98.18,23.44,5.2,0.01,0,69.54,10.22,MatchDayMinusTwo,40,0:02:41,5,0,32.45,0:00:00,2.71
Thursday,03/10/2024,,ANTONIO CALVO,CALVO,CENTROCAMPISTA,PROGRESIONES Y SALIDAS,262.73,55.35,47.51,0,20.63,0,0,0.68,76.68,28.57,5,47.51,3,3.84,3,3,97.91,24.98,9.2,0.09,3,77.83,17.71,MatchDayMinusTwo,40,0:02:41,5,0,55.35,0:00:00,3.02
Thursday,03/10/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,PROGRESIONES Y SALIDAS,276.8,67.48,61.32,7.88,25.15,6.75,1,0.77,79.38,29.57,5,61.32,4,4.07,4,2,103.15,26.24,11.07,-0.06,2,80.6,22.85,MatchDayMinusTwo,40,0:02:41,5,2.19,67.48,0:00:00,3.87
Thursday,03/10/2024,,DAVID AMIGO,AMIGO,DELANTERO,"JUEGO PETO, SETA, BALON",296.04,0,0,0,0,0,0,0.3,19.95,1.54,3,0,4,6.46,4,2,22.93,17.68,3.72,-0.08,2,20.16,0,MatchDayMinusTwo,40,0:12:54,12,0,0,0:00:00,4.62
Thursday,03/10/2024,,Borja Diaz,Diaz,CENTROCAMPISTA,"JUEGO PETO, SETA, BALON",469,1.7,0.58,0,0.13,0,0,0.43,27.76,2.15,3,0.58,6,5.82,6,2,36.32,20.84,8.79,0.1,2,28.79,0.04,MatchDayMinusTwo,40,0:12:54,23,0,1.7,0:00:00,6.85
Thursday,03/10/2024,,ALEJANDRO CANIZO,CANIZO,DELANTERO,"JUEGO PETO, SETA, BALON",433.56,0,0,0,0,0,0,0.8,28.74,2.23,4,0,7,5.86,7,6,33.58,17.89,14.82,0,6,29.17,0,MatchDayMinusTwo,40,0:12:54,26,0,0,0:00:00,8.18
Thursday,03/10/2024,,JORGE CASADO,CASADO,CENTRAL,"JUEGO PETO, SETA, BALON",355.35,0,0,0,0,0,0,0.46,19.23,1.49,3,0,4,5.52,4,3,27.52,16.7,6.85,0.03,3,19.85,0,MatchDayMinusTwo,40,0:12:54,11,0,0,0:00:00,5.6
Thursday,03/10/2024,,MIGUEL CERA,CERA,LATERAL DERECHO,"JUEGO PETO, SETA, BALON",336.4,0,0,0,0,0,0,0.29,28.51,2.21,4,0,6,6.05,6,3,26.05,19.69,4.28,0.03,3,30.59,0,MatchDayMinusTwo,40,0:12:54,13,0,0,0:00:00,4.36
Thursday,03/10/2024,20,García Dario,Dario,CENTROCAMPISTA,"JUEGO PETO, SETA, BALON",360.65,0,0,0,0,0,0,0.69,23.65,1.83,2,0,3,6.18,3,4,27.93,17.35,10.6,-0.02,4,23.87,0,MatchDayMinusTwo,40,0:12:54,21,0,0,0:00:00,6.89
Thursday,03/10/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,"JUEGO PETO, SETA, BALON",461.7,0,0,0,0,0,0,0.76,20.18,1.56,3,0,3,6.29,3,4,35.76,17.42,15.73,-0.05,4,20.52,0,MatchDayMinusTwo,40,0:12:54,17,0,0,0:00:00,6.73
Thursday,03/10/2024,12, Gallar,Gallar,LATERAL DERECHO,"JUEGO PETO, SETA, BALON",381.19,0,0,0,0,0,0,0.51,17.78,1.38,3,0,4,5.89,4,2,29.52,16.31,8.29,-0.05,2,18.15,0,MatchDayMinusTwo,40,0:12:54,17,0,0,0:00:00,6.03
Thursday,03/10/2024,,ALEJANDRO HERRANZ,HERRANZ,LATERAL IZQUIERDO,"JUEGO PETO, SETA, BALON",435.79,7.27,0,0,0.56,0,0,0.46,53.39,4.13,6,0,4,6.52,4,3,33.75,20.77,9.12,-0.1,3,55.66,0,MatchDayMinusTwo,40,0:12:54,20,0,7.27,0:00:00,6.18
