Session Day of Week,Session Date,Custom Player Id,Player Name,Player Last Name,Player Position,Drill Title,Distance Total,High Speed Running (Absolute),High Speed Running (Relative),Distance Zone 6 (Absolute),HSR Per Minute (Absolute),Sprint Distance,Sprints,Fatigue Index,HML Distance,HML Distance Per Minute,HML Efforts,Distance Z5ToZ6,Accelerations,Max Acceleration,Accelerations Z4 to Z6,Decelerations,Distance Per Min,Max Speed,Dynamic Stress Load,Step Balance,Deceleration Z4 to Z6,Metabolic Distance Zone 6,HSR Per Minute (Relative),Session Type,Session Week Number,Total Time,Accelerations Z3 to Z6,Distance Zone 6 (Relative),Distance Z5ToZ6Ab,Time In Red Zone,Total Loading
Friday,02/08/2024,,MIGUEL CERA,CERA,LATERAL DERECHO,Entire Session,3296.88,78.33,78.33,19.88,1.4,26.1,2,0.56,386.24,7.05,50,78.33,20,4.67,20,32,59.12,28.58,86.22,0.05,32,398.88,1.4,MatchDayMinusOne,31,0:54:48,94,19.88,78.33,0:00:00,0
Friday,02/08/2024,20,García Dario,Dario,CENTROCAMPISTA,Entire Session,3983.47,74.87,31.75,0,1.34,0,0,0.93,468.28,8.41,59,31.75,18,4.56,18,19,71.44,24.84,172.35,0.04,19,492.38,0.57,MatchDayMinusOne,31,0:55:42,139,0,74.87,0:00:00,0
Friday,02/08/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,Entire Session,2855.73,44.02,44.02,10.8,0.79,20.24,2,0.78,309.2,5.56,45,44.02,17,4.91,17,21,51.21,27.14,102,0,21,319.84,0.79,MatchDayMinusOne,31,0:55:36,91,10.8,44.02,0:00:00,0
Friday,02/08/2024,12, Gallar,Gallar,LATERAL DERECHO,Entire Session,3529.16,144.32,107.97,45.33,2.59,57.25,2,0.8,523.94,9.41,57,107.97,17,4.9,17,16,63.29,30.02,134.41,-0.09,16,543.78,1.94,MatchDayMinusOne,31,0:55:42,111,0.83,144.32,0:00:00,0
Friday,02/08/2024,4,Ablanque Ablanque,Ablanque,CENTRAL,Entire Session,3345.9,94.05,84.03,42.23,1.69,49.93,3,0.46,353.19,6.34,39,84.03,13,4.77,13,16,60,30.78,72.17,-0.07,16,367.84,1.51,MatchDayMinusOne,31,0:55:42,99,4.22,94.05,0:00:00,0
Friday,02/08/2024,,ALEX KREHL,KREHL,DELANTERO,Entire Session,3571.95,145.14,145.14,16.87,2.6,24.94,2,0.76,637.87,11.49,75,145.14,35,5.97,35,30,64.06,31.14,131.04,-0.02,30,653.45,2.6,MatchDayMinusOne,31,0:55:32,132,16.87,145.14,0:00:00,0
Friday,02/08/2024,,MANUEL MARQUEZ,MARQUEZ,EXTREMO,Entire Session,3689.44,108.29,108.29,0,1.94,0,0,1.09,585.45,10.51,74,108.29,22,5.78,22,20,66.16,24.23,193.24,-0.04,20,601.61,1.94,MatchDayMinusOne,31,0:55:42,103,0,108.29,0:00:00,0
Friday,02/08/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,Entire Session,3587.35,94.74,94.74,0,1.7,0,0,0.56,463.41,8.32,57,94.74,19,4.42,19,12,64.33,24.95,94.2,-0.02,12,480.82,1.7,MatchDayMinusOne,31,0:55:41,112,0,94.74,0:00:00,0
Friday,02/08/2024,,ROJO ,,EXTREMO,Entire Session,3660.68,93.73,93.73,24.88,1.68,29.65,2,0.56,499.56,8.99,63,93.73,14,4.48,14,20,65.65,29.41,96.22,-0.01,20,515.53,1.68,MatchDayMinusOne,31,0:55:35,118,24.88,93.73,0:00:00,0
Friday,02/08/2024,,JESUS SANCHEZ,SANCHEZ,CENTRAL,Entire Session,3523.43,43.57,43.57,0,0.79,0,0,0.41,406.13,7.38,51,43.57,14,4.48,14,20,63.62,25.06,66.89,-0.01,20,427.58,0.79,MatchDayMinusOne,31,0:55:00,118,0,43.57,0:00:00,0
Friday,02/08/2024,,ANTONIO CALVO,CALVO,CENTROCAMPISTA,Entire Session,4087.9,108,108,0,1.94,0,0,0.81,625.67,11.24,77,108,31,4.99,31,26,73.31,23.72,158.95,-0.03,26,645.88,1.94,MatchDayMinusOne,31,0:55:38,146,0,108,0:00:00,0
Friday,02/08/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,Entire Session,3458.14,157.6,157.6,10.87,2.83,27.27,3,1.16,513.76,9.24,67,157.6,38,4.99,38,25,62.01,27.68,190.58,-0.02,25,523.56,2.83,MatchDayMinusOne,31,0:55:37,143,10.87,157.6,0:00:00,0
Friday,02/08/2024,,DAVID AMIGO,AMIGO,DELANTERO,ACOSO CAMPO RIVAL,2005.56,112.01,112.01,8.77,4.93,15.03,1,0.59,380.11,16.72,43,112.01,21,4.7,21,14,88.21,27.83,58.25,0.05,14,388.44,4.93,MatchDayMinusOne,31,0:22:44,76,8.77,112.01,0:00:00,0
Friday,02/08/2024,,Borja Diaz,Diaz,CENTROCAMPISTA,ACOSO CAMPO RIVAL,2410.86,129.07,129.07,2.13,5.68,13.4,1,1.06,452.22,19.89,46,129.07,12,5.09,12,20,106.03,25.74,127.86,0.02,20,472.53,5.68,MatchDayMinusOne,31,0:22:44,68,2.13,129.07,0:00:00,0
Friday,02/08/2024,,MIGUEL CERA,CERA,LATERAL DERECHO,ACOSO CAMPO RIVAL,2058.05,77.78,77.78,19.88,3.42,26.1,2,0.7,316.41,13.92,40,77.78,16,4.67,16,23,90.52,28.58,69.4,0.05,23,326.46,3.42,MatchDayMinusOne,31,0:22:44,64,19.88,77.78,0:00:00,0
Friday,02/08/2024,20,García Dario,Dario,CENTROCAMPISTA,ACOSO CAMPO RIVAL,2133.7,63.23,24.75,0,2.78,0,0,1.03,316.72,13.93,42,24.75,8,4.56,8,9,93.84,24.52,105.41,0.05,9,333.01,1.09,MatchDayMinusOne,31,0:22:44,67,0,63.23,0:00:00,0
Friday,02/08/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,ACOSO CAMPO RIVAL,1473.64,42.9,42.9,10.8,1.89,20.24,2,0.82,197.51,8.69,24,42.9,10,4.12,10,9,64.81,27.14,56.53,0,9,203.1,1.89,MatchDayMinusOne,31,0:22:44,42,10.8,42.9,0:00:00,0
Friday,02/08/2024,12, Gallar,Gallar,LATERAL DERECHO,ACOSO CAMPO RIVAL,1963.52,72.14,40.99,3.57,3.17,0,0,0.8,340.97,15,36,40.99,11,4.9,11,9,86.36,26.5,76.34,-0.09,9,356.11,1.8,MatchDayMinusOne,31,0:22:44,63,0,72.14,0:00:00,0
Friday,02/08/2024,4,Ablanque Ablanque,Ablanque,CENTRAL,ACOSO CAMPO RIVAL,1982.31,94.05,84.03,42.23,4.14,49.93,3,0.52,265.62,11.68,27,84.03,8,4.2,8,11,87.19,30.78,49.46,-0.08,11,275.27,3.7,MatchDayMinusOne,31,0:22:44,58,4.22,94.05,0:00:00,0
Friday,02/08/2024,,ALEX KREHL,KREHL,DELANTERO,ACOSO CAMPO RIVAL,2051.87,138.87,138.87,16.87,6.11,24.94,2,0.81,467.72,20.57,49,138.87,24,5.97,24,20,90.24,31.14,83.07,-0.02,20,478.56,6.11,MatchDayMinusOne,31,0:22:44,72,16.87,138.87,0:00:00,0
Friday,02/08/2024,,MANUEL MARQUEZ,MARQUEZ,EXTREMO,ACOSO CAMPO RIVAL,2218.03,86.58,86.58,0,3.81,0,0,1.18,388.22,17.07,49,86.58,15,5.78,15,16,97.55,24.23,130.03,-0.06,16,399.52,3.81,MatchDayMinusOne,31,0:22:44,56,0,86.58,0:00:00,0
Friday,02/08/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,ACOSO CAMPO RIVAL,2038.91,94.19,94.19,0,4.14,0,0,0.63,330.7,14.54,38,94.19,12,4.42,12,5,89.68,24.95,62.36,-0.02,5,344.22,4.14,MatchDayMinusOne,31,0:22:44,64,0,94.19,0:00:00,0
Friday,02/08/2024,,ROJO ,,EXTREMO,ACOSO CAMPO RIVAL,2131.7,74.09,74.09,24.88,3.26,29.65,2,0.62,341.54,15.02,42,74.09,6,3.87,6,11,93.76,29.41,63.41,0,11,350.59,3.26,MatchDayMinusOne,31,0:22:44,71,24.88,74.09,0:00:00,0
Friday,02/08/2024,,JESUS SANCHEZ,SANCHEZ,CENTRAL,ACOSO CAMPO RIVAL,1910.97,41.73,41.73,0,1.84,0,0,0.47,287.39,12.64,35,41.73,8,4.12,8,15,84.05,25.06,42.62,0,15,301.76,1.84,MatchDayMinusOne,31,0:22:44,64,0,41.73,0:00:00,0
Friday,02/08/2024,,ANTONIO CALVO,CALVO,CENTROCAMPISTA,ACOSO CAMPO RIVAL,2313.54,98.74,98.74,0,4.34,0,0,0.89,437.42,19.24,52,98.74,15,4.84,15,16,101.75,23.72,102.13,-0.05,16,452.06,4.34,MatchDayMinusOne,31,0:22:44,78,0,98.74,0:00:00,0
Friday,02/08/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,ACOSO CAMPO RIVAL,2149.43,140.8,140.8,10.87,6.19,27.27,3,1.33,375.78,16.53,51,140.8,23,4.99,23,14,94.54,27.68,140.18,-0.02,14,383.64,6.19,MatchDayMinusOne,31,0:22:44,69,10.87,140.8,0:00:00,0
Saturday,03/08/2024,,DAVID AMIGO,AMIGO,DELANTERO,Entire Session,5872.55,498.49,498.49,103.9,7.86,190.16,10,1.54,921.33,7.26,84,498.49,23,4.15,23,16,92.58,31.57,457.46,0.04,16,965.34,7.86,MatchDay,31,2:06:50,138,103.9,498.49,0:00:00,81.22
Saturday,03/08/2024,,Borja Diaz,Diaz,CENTROCAMPISTA,Entire Session,4260.41,288.2,288.2,46.89,6.16,123.78,6,1.39,801.58,17.08,76,288.2,15,4.35,15,18,91.03,29.84,298.35,-0.02,18,835.85,6.16,MatchDay,31,0:46:55,83,46.89,288.2,0:00:00,68.88
Saturday,03/08/2024,,ALEJANDRO CANIZO,CANIZO,DELANTERO,Entire Session,4207.89,227.64,227.64,66.85,3.8,78.53,4,1.4,720.94,12.02,73,227.64,15,5,15,31,70.32,31.68,291.92,-0.01,31,745.42,3.8,MatchDay,31,0:59:58,109,66.85,227.64,0:00:00,63.12
Saturday,03/08/2024,20,García Dario,Dario,CENTROCAMPISTA,Entire Session,7258.25,256.32,103.37,17.17,3.11,28.79,2,2.53,819.28,9.94,93,103.37,19,4.59,19,13,88.08,28.76,907.72,-0.02,13,874.76,1.25,MatchDay,31,1:22:27,156,0,256.32,0:00:00,108.73
Saturday,03/08/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,Entire Session,4556.41,152.87,152.87,0.7,2.52,0,0,0.95,684.98,11.28,78,152.87,34,5.36,34,44,75.15,25.27,209.63,0.01,44,704.61,2.52,MatchDay,31,1:00:45,129,0.7,152.87,0:00:00,67.98
Saturday,03/08/2024,12, Gallar,Gallar,LATERAL DERECHO,Entire Session,9883.46,705.28,484.46,126.64,5.95,212.36,11,2.27,1237.52,10.44,112,484.46,12,3.69,12,21,83.43,32.58,1107.48,0.02,21,1303.29,4.09,MatchDay,31,1:58:34,175,2.57,705.28,0:00:00,140.69
Saturday,03/08/2024,4,Ablanque Ablanque,Ablanque,CENTRAL,Entire Session,9760.41,480.97,414.49,168.17,4.05,205.14,10,0.6,1547.88,13.01,173,414.49,69,5.27,69,70,82.15,32.29,284.23,-0.1,70,1601.33,3.49,MatchDay,31,1:58:56,242,22.32,480.97,0:00:00,126.66
Saturday,03/08/2024,,JULIO MARTINEZ,MARTINEZ,LATERAL IZQUIERDO,Entire Session,8190.93,647.52,647.52,94.86,6.63,170.92,9,2.18,1149.82,9.8,93,647.52,22,4.05,22,27,83.81,32.4,896.87,0.04,27,1201.34,6.63,MatchDay,31,1:57:18,193,94.86,647.52,0:00:00,116.96
Saturday,03/08/2024,,ALEX KREHL,KREHL,DELANTERO,Entire Session,5276.2,410.4,410.4,48.88,6.5,62.23,4,2.07,802.14,6.84,82,410.4,13,3.85,13,16,83.57,30.24,554.54,0.04,16,841.18,6.5,MatchDay,31,1:57:18,149,48.88,410.4,0:00:00,80.88
Saturday,03/08/2024,,MANUEL MARQUEZ,MARQUEZ,EXTREMO,Entire Session,5452.37,311.71,311.71,25.44,4.4,55.2,4,2.27,709.54,6.05,75,311.71,9,4.22,9,7,76.95,27.4,621.15,0.02,7,767.85,4.4,MatchDay,31,1:57:18,101,25.44,311.71,0:00:00,87.62
Saturday,03/08/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,Entire Session,5068.39,250.88,250.88,24.97,4.03,31.4,1,1.01,965.59,15.47,104,250.88,31,4.5,31,55,81.36,29.84,254.19,-0.02,55,1007.32,4.03,MatchDay,31,1:02:26,159,24.97,250.88,0:00:00,75.64
Saturday,03/08/2024,,ALEJANDRO DOMINGO,DOMINGO,EXTREMO,Entire Session,5844.98,342.13,342.13,26.16,5.53,69.14,5,1.39,1105.37,17.84,115,342.13,30,4.83,30,39,94.53,27.5,405.65,-0.04,39,1147.39,5.53,MatchDay,31,1:01:57,160,26.16,342.13,0:00:00,95.42
Saturday,03/08/2024,,ROJO ,,CENTROCAMPISTA,Entire Session,6326.24,450.02,450.02,32.77,7.88,78.85,7,1.8,869.44,7.21,73,450.02,12,4.14,12,19,110.72,28.44,575.35,-0.01,19,918.46,7.88,MatchDay,31,2:00:34,136,32.77,450.02,0:00:00,92.54
Saturday,03/08/2024,,ANTONIO CALVO,CALVO,CENTRAL,Entire Session,5370.82,391.72,391.72,29.62,3.34,59.26,4,2.48,776.62,6.62,68,391.72,2,3.24,2,9,45.83,28.01,668.08,-0.11,9,821.96,3.34,MatchDay,31,1:57:18,124,29.62,391.72,0:00:00,83.26
Saturday,03/08/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,Entire Session,6292.78,352,352,42.11,5.4,61.16,4,1.49,1204.3,18.44,127,352,54,5.43,54,58,96.56,29.2,465.21,-0.03,58,1239.76,5.4,MatchDay,31,1:05:17,189,42.11,352,0:00:00,110.85
Saturday,03/08/2024,,DAVID AMIGO,AMIGO,DELANTERO,PRIMERA PARTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MatchDay,31,0:48:32,0,0,0,0:00:00,0
Saturday,03/08/2024,,Borja Diaz,Diaz,CENTROCAMPISTA,PRIMERA PARTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MatchDay,31,0:48:32,0,0,0,0:00:00,0
Saturday,03/08/2024,,ALEJANDRO CANIZO,CANIZO,DELANTERO,PRIMERA PARTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MatchDay,31,0:48:32,0,0,0,0:00:00,0
Saturday,03/08/2024,20,García Dario,Dario,CENTROCAMPISTA,PRIMERA PARTE,4943.68,209.09,94.52,17.17,4.31,28.79,2,2.47,575.21,11.85,61,94.52,17,4.59,17,9,101.85,28.76,604.03,-0.01,9,612.12,1.95,MatchDay,31,0:48:32,115,0,209.09,0:00:00,72.74
Saturday,03/08/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,PRIMERA PARTE,4405.75,152.87,152.87,0.7,3.15,0,0,0.98,684.98,14.11,78,152.87,34,5.36,34,44,90.77,25.27,209.53,0.01,44,704.61,3.15,MatchDay,31,0:48:32,127,0.7,152.87,0:00:00,65.71
Saturday,03/08/2024,12, Gallar,Gallar,LATERAL DERECHO,PRIMERA PARTE,4436.92,329.77,249.46,58.19,6.79,100.25,5,2.36,588.83,12.13,57,249.46,6,3.69,6,13,91.41,30.1,520.35,0,13,622.2,5.14,MatchDay,31,0:48:32,86,0.84,329.77,0:00:00,65.07
Saturday,03/08/2024,4,Ablanque Ablanque,Ablanque,CENTRAL,PRIMERA PARTE,4527.89,215.12,184.41,44.4,4.43,61.59,4,0.62,757.17,15.6,87,184.41,36,5.01,36,36,93.28,28.26,137.3,-0.1,36,785.38,3.8,MatchDay,31,0:48:32,126,0,215.12,0:00:00,59.87
Saturday,03/08/2024,,JULIO MARTINEZ,MARTINEZ,LATERAL IZQUIERDO,PRIMERA PARTE,5116.86,408.19,408.19,79.73,8.41,119,5,2.05,695.93,14.34,51,408.19,17,4.05,17,13,105.42,32.4,524.76,0.04,13,724.75,8.41,MatchDay,31,0:48:32,123,79.73,408.19,0:00:00,72.51
Saturday,03/08/2024,,ALEX KREHL,KREHL,DELANTERO,PRIMERA PARTE,5128.31,410.4,410.4,48.88,8.45,62.23,4,2.11,802.14,16.52,82,410.4,13,3.85,13,16,105.65,30.24,551.19,0.04,16,841.18,8.45,MatchDay,31,0:48:32,147,48.88,410.4,0:00:00,78.18
Saturday,03/08/2024,,MANUEL MARQUEZ,MARQUEZ,EXTREMO,PRIMERA PARTE,5308.76,311.71,311.71,25.44,6.42,55.2,4,2.32,709.54,14.62,75,311.71,9,4.22,9,7,109.37,27.4,620.88,0.02,7,767.85,6.42,MatchDay,31,0:48:32,101,25.44,311.71,0:00:00,84.98
Saturday,03/08/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,PRIMERA PARTE,4914.71,250.88,250.88,24.97,5.17,31.4,1,1.04,963.23,19.84,104,250.88,30,4.5,30,54,101.25,29.84,253.12,-0.02,54,1004.65,5.17,MatchDay,31,0:48:32,158,24.97,250.88,0:00:00,73.29
Saturday,03/08/2024,,ALEJANDRO DOMINGO,DOMINGO,EXTREMO,PRIMERA PARTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MatchDay,31,0:48:32,0,0,0,0:00:00,0
Saturday,03/08/2024,,ROJO ,,CENTROCAMPISTA,PRIMERA PARTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MatchDay,31,0:48:32,0,0,0,0:00:00,0
Saturday,03/08/2024,,ANTONIO CALVO,CALVO,CENTRAL,PRIMERA PARTE,5189.32,391.72,391.72,29.62,8.07,59.26,4,2.55,776.62,16,68,391.72,2,3.24,2,9,106.91,28.01,667.46,-0.11,9,821.96,8.07,MatchDay,31,0:48:32,122,29.62,391.72,0:00:00,78.4
Saturday,03/08/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,PRIMERA PARTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MatchDay,31,0:48:32,0,0,0,0:00:00,0
Saturday,03/08/2024,,DAVID AMIGO,AMIGO,DELANTERO,SEGUNDA PARTE,5706.52,498.49,498.49,103.9,9.5,190.16,10,1.57,921.33,17.57,84,498.49,23,4.15,23,16,108.81,31.57,455.47,0.04,16,965.34,9.5,MatchDay,31,0:52:26,138,103.9,498.49,0:00:00,78.46
Saturday,03/08/2024,,Borja Diaz,Diaz,CENTROCAMPISTA,SEGUNDA PARTE,4075.85,288.2,288.2,46.89,7.83,123.78,6,1.44,801.58,15.28,76,288.2,15,4.35,15,18,110.71,29.84,297.97,-0.02,18,835.85,7.83,MatchDay,31,0:52:26,83,46.89,288.2,0:00:00,66.74
Saturday,03/08/2024,,ALEJANDRO CANIZO,CANIZO,DELANTERO,SEGUNDA PARTE,3992.44,227.64,227.64,66.85,4.34,78.53,4,1.45,716.39,13.66,72,227.64,15,5,15,31,76.12,31.68,289.69,-0.01,31,740.46,4.34,MatchDay,31,0:52:26,91,66.85,227.64,0:00:00,61.16
Saturday,03/08/2024,20,García Dario,Dario,CENTROCAMPISTA,SEGUNDA PARTE,2067.49,47.22,8.85,0,2.55,0,0,2.89,243.27,4.64,32,8.85,2,3.85,2,4,111.67,24.16,301.15,-0.03,4,261.85,0.48,MatchDay,31,0:52:26,41,0,47.22,0:00:00,32.94
Saturday,03/08/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,SEGUNDA PARTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MatchDay,31,0:52:26,0,0,0,0:00:00,0
Saturday,03/08/2024,12, Gallar,Gallar,LATERAL DERECHO,SEGUNDA PARTE,5141.8,374.95,234.99,68.45,7.15,112.11,6,2.29,641.51,12.23,55,234.99,6,3.58,6,8,98.04,32.58,583.16,0.03,8,673.43,4.48,MatchDay,31,0:52:26,86,1.73,374.95,0:00:00,72.78
Saturday,03/08/2024,4,Ablanque Ablanque,Ablanque,CENTRAL,SEGUNDA PARTE,4920.78,265.84,230.08,123.76,5.07,143.55,6,0.61,790.71,15.08,86,230.08,33,5.27,33,34,93.82,32.29,146.78,-0.1,34,815.94,4.39,MatchDay,31,0:52:26,114,22.32,265.84,0:00:00,63.44
Saturday,03/08/2024,,JULIO MARTINEZ,MARTINEZ,LATERAL IZQUIERDO,SEGUNDA PARTE,2853.43,232.52,232.52,15.13,6.84,51.92,4,2.52,442.66,8.44,41,232.52,5,3.88,5,15,83.91,27.14,365.84,0.05,15,464.82,6.84,MatchDay,31,0:52:26,69,15.13,232.52,0:00:00,41.71
Saturday,03/08/2024,,ALEX KREHL,KREHL,DELANTERO,SEGUNDA PARTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MatchDay,31,0:52:26,0,0,0,0:00:00,0
Saturday,03/08/2024,,MANUEL MARQUEZ,MARQUEZ,EXTREMO,SEGUNDA PARTE,1.96,0,0,0,0,0,0,1.12,0,0,0,0,0,0.54,0,0,0.28,2.27,0.09,-1,0,0,0,MatchDay,31,0:52:26,0,0,0,0:00:00,0.62
Saturday,03/08/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,SEGUNDA PARTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MatchDay,31,0:52:26,0,0,0,0:00:00,0
Saturday,03/08/2024,,ALEJANDRO DOMINGO,DOMINGO,EXTREMO,SEGUNDA PARTE,5621.37,340.99,340.99,26.16,6.5,69.14,5,1.42,1096.46,20.91,114,340.99,30,4.83,30,39,107.18,27.5,401.31,-0.04,39,1138.48,6.5,MatchDay,31,0:52:26,159,26.16,340.99,0:00:00,91.93
Saturday,03/08/2024,,ROJO ,,CENTROCAMPISTA,SEGUNDA PARTE,6153.4,450.02,450.02,32.77,8.58,78.85,7,1.84,868.7,16.56,73,450.02,12,4.14,12,19,117.33,28.44,573.47,-0.01,19,917.34,8.58,MatchDay,31,0:52:26,136,32.77,450.02,0:00:00,90.76
Saturday,03/08/2024,,ANTONIO CALVO,CALVO,CENTRAL,SEGUNDA PARTE,34.04,0,0,0,0,0,0,0.14,0,0,0,0,0,2.19,0,0,0.65,5.8,0.2,1,0,0,0,MatchDay,31,0:52:26,1,0,0,0:00:00,2.45
Saturday,03/08/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,SEGUNDA PARTE,5667.15,352,352,42.11,6.71,61.16,4,1.51,1132.66,21.6,119,352,46,5.43,46,55,108.06,29.2,427.15,-0.03,55,1164.66,6.71,MatchDay,31,0:52:26,170,42.11,352,0:00:00,99.04
Monday,05/08/2024,,DAVID AMIGO,AMIGO,DELANTERO,Entire Session,5592.49,179.86,179.86,3.6,1.89,10.04,1,0.56,832.54,8.76,104,179.86,49,5.23,49,61,58.87,26.39,146.23,0.02,61,853.5,1.89,MatchDayPlusTwo,32,1:35:00,240,3.6,179.86,0:00:00,79.16
Monday,05/08/2024,,Borja Diaz,Diaz,CENTROCAMPISTA,Entire Session,6669.52,137.02,137.02,6.48,1.44,10.08,1,1.13,1077.72,11.34,134,137.02,54,4.91,54,76,70.21,26.71,357.67,0.04,76,1119.72,1.44,MatchDayPlusTwo,32,1:35:00,269,6.48,137.02,0:00:00,113.48
Monday,05/08/2024,,ALEJANDRO CANIZO,CANIZO,DELANTERO,Entire Session,5510.5,123.18,123.18,7.91,1.3,8.62,1,1.14,852.11,8.97,103,123.18,62,4.95,62,70,58.01,26.75,292.39,-0.02,70,874.31,1.3,MatchDayPlusTwo,32,1:35:00,213,7.91,123.18,0:00:00,87.12
Monday,05/08/2024,,MIGUEL CERA,CERA,LATERAL DERECHO,Entire Session,5908.79,152.46,152.46,6.52,1.6,17.84,2,0.72,858.39,9.04,108,152.46,34,5.12,34,44,62.2,26.93,201.54,0.06,44,883.57,1.6,MatchDayPlusTwo,32,1:35:00,186,6.52,152.46,0:00:00,87.02
Monday,05/08/2024,20,García Dario,Dario,CENTROCAMPISTA,Entire Session,4828.95,53.62,20.11,1.44,0.81,0,0,1.25,673.22,7.09,90,20.11,34,4.86,34,45,73.03,26.39,279.05,0.01,45,698.09,0.3,MatchDayPlusTwo,32,1:35:00,206,0,53.62,0:00:00,75.9
Monday,05/08/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,Entire Session,4335.92,40.07,40.07,0.7,0.42,0,0,0.99,421.6,4.44,51,40.07,28,4.48,28,37,45.69,25.27,196.35,-0.02,37,435.76,0.42,MatchDayPlusTwo,32,1:35:00,141,0.7,40.07,0:00:00,71.6
Monday,05/08/2024,,JULIO MARTINEZ,MARTINEZ,LATERAL IZQUIERDO,Entire Session,5011.35,96.64,96.64,0,1.33,0,0,1.33,989.68,10.42,125,96.64,44,6.35,44,53,68.78,23.44,323.3,0.05,53,1029.94,1.33,MatchDayPlusTwo,32,1:35:00,203,0,96.64,0:00:00,82.96
Monday,05/08/2024,,ALEX KREHL,KREHL,DELANTERO,Entire Session,5574.52,112.71,112.71,1.42,1.19,0,0,1.08,970.28,10.21,126,112.71,75,5.16,75,80,58.68,25.7,283.96,-0.02,80,999.13,1.19,MatchDayPlusTwo,32,1:35:00,263,1.42,112.71,0:00:00,90.62
Monday,05/08/2024,,MANUEL MARQUEZ,MARQUEZ,EXTREMO,Entire Session,6889.47,99.35,99.35,0,1.05,0,0,1.4,1094.38,11.52,147,99.35,35,5.38,35,63,72.52,24.62,464.86,0.03,63,1140.9,1.05,MatchDayPlusTwo,32,1:35:00,229,0,99.35,0:00:00,123.69
Monday,05/08/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,Entire Session,5631.17,83.74,83.74,0,1.17,0,0,1.11,916.25,9.64,115,83.74,47,5.08,47,45,78.37,23.87,297.86,-0.01,45,954.39,1.17,MatchDayPlusTwo,32,1:35:00,216,0,83.74,0:00:00,89.3
Monday,05/08/2024,,ALEJANDRO DOMINGO,DOMINGO,EXTREMO,Entire Session,5178.89,133.97,133.97,2.83,1.41,14.89,1,1.29,811.22,8.54,92,133.97,46,5.22,46,67,54.56,25.63,312.65,0.01,67,834.29,1.41,MatchDayPlusTwo,32,1:35:00,232,2.83,133.97,0:00:00,102.83
Monday,05/08/2024,,ROJO ,,CENTROCAMPISTA,Entire Session,6473.71,132.22,132.22,5.02,1.39,0,0,0.9,1051.99,11.07,134,132.22,50,5.47,50,67,68.15,26.86,277.36,0.01,67,1085.26,1.39,MatchDayPlusTwo,32,1:35:00,271,5.02,132.22,0:00:00,103.33
Monday,05/08/2024,,ANTONIO CALVO,CALVO,CENTROCAMPISTA,Entire Session,6177.7,107.88,107.88,4.28,1.14,12.78,1,1.18,1020.35,10.74,139,107.88,52,5.31,52,63,65.03,26.6,345.46,0,63,1057.32,1.14,MatchDayPlusTwo,32,1:35:00,269,4.28,107.88,0:00:00,105.13
Monday,05/08/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,Entire Session,5213.17,72.07,72.07,0,0.79,0,0,1.3,808.94,8.52,109,72.07,68,5.46,68,63,57.27,23,316.62,-0.03,63,840.48,0.79,MatchDayPlusTwo,32,1:35:00,242,0,72.07,0:00:00,95.97
Monday,05/08/2024,,DAVID AMIGO,AMIGO,DELANTERO,6vs6 +4+2 25x25,418.05,0,0,0,0,0,0,0.69,18.65,1.81,1,0,3,3.92,3,6,40.57,14.18,12.46,-0.04,6,19.25,0,MatchDayPlusTwo,32,0:10:18,27,0,0,0:00:00,8.18
